heart_rate,light,stress_score,stress_category
88,2075,43.2,Mild Stress
103,1303,58.6,Moderate Stress
132,11,91.4,High Stress
62,3515,8.7,Relaxed
137,650,82.2,High Stress
128,545,74.9,High Stress
129,517,72.3,High Stress
73,3035,25.6,Normal
132,507,80.5,High Stress
59,3399,12.9,Relaxed
109,1974,49.9,Moderate Stress
72,3187,24.0,Relaxed
63,1895,20.0,Normal
80,2642,23.7,Normal
137,965,72.5,High Stress
126,728,75.7,High Stress
93,1594,51.7,Mild Stress
63,2904,22.8,Relaxed
74,2557,28.6,Normal
126,389,79.7,High Stress
72,2544,24.2,Normal
78,2864,33.0,Normal
90,1652,41.2,Mild Stress
62,3464,12.3,Relaxed
73,2397,40.0,Normal
79,2067,37.2,Normal
106,1701,59.3,Moderate Stress
57,2867,17.7,Relaxed
104,2172,46.0,Mild Stress
84,2622,39.5,Normal
109,1181,52.8,Moderate Stress
94,1659,51.0,Mild Stress
89,1230,59.3,Mild Stress
115,1509,58.6,Moderate Stress
106,811,63.4,Moderate Stress
72,3577,11.9,Relaxed
111,206,72.0,High Stress
76,2783,29.2,Normal
92,1160,49.7,Moderate Stress
85,1653,40.8,Mild Stress
128,285,89.0,High Stress
133,828,82.6,High Stress
143,531,77.7,High Stress
75,1748,40.5,Normal
100,703,62.9,Moderate Stress
129,786,80.7,High Stress
134,490,85.4,High Stress
99,806,60.0,Moderate Stress
90,1641,41.4,Mild Stress
130,895,75.2,High Stress
77,2802,36.2,Normal
91,1785,43.5,Mild Stress
77,2551,36.1,Normal
129,569,75.3,High Stress
92,2450,42.7,Normal
65,3085,16.9,Relaxed
130,424,80.0,High Stress
62,3102,14.7,Relaxed
96,1806,50.8,Mild Stress
90,1727,51.7,Mild Stress
104,1042,61.5,Moderate Stress
110,870,63.6,Moderate Stress
83,2459,28.3,Normal
91,1997,41.4,Mild Stress
58,2963,19.2,Relaxed
93,2020,37.9,Mild Stress
76,2643,26.6,Normal
104,748,62.3,Moderate Stress
109,1715,60.0,Moderate Stress
93,1823,41.8,Mild Stress
130,1013,66.7,High Stress
63,3535,13.7,Relaxed
113,1127,66.8,Moderate Stress
65,3609,13.5,Relaxed
77,2834,24.6,Normal
72,2110,32.4,Normal
83,2466,34.7,Normal
109,1058,61.0,Moderate Stress
119,1594,58.9,Moderate Stress
66,3081,18.1,Relaxed
63,2899,15.7,Relaxed
85,1569,49.8,Mild Stress
106,1388,55.7,Moderate Stress
79,2423,32.1,Normal
141,437,86.2,High Stress
87,2170,38.6,Mild Stress
110,796,68.2,Moderate Stress
97,1219,55.7,Moderate Stress
106,917,61.0,Moderate Stress
90,1345,49.3,Mild Stress
63,3386,13.8,Relaxed
63,3292,8.2,Relaxed
59,3725,6.2,Relaxed
90,1170,46.8,Mild Stress
113,1137,61.7,Moderate Stress
81,2794,32.1,Normal
117,1144,69.9,Moderate Stress
89,2138,36.5,Mild Stress
86,2198,37.1,Mild Stress
61,3619,11.0,Relaxed
84,2127,26.5,Mild Stress
108,908,62.4,Moderate Stress
134,81,85.2,High Stress
99,1837,49.2,Mild Stress
142,748,85.3,High Stress
104,1088,59.7,Moderate Stress
68,4095,9.8,Relaxed
149,700,89.5,High Stress
114,882,65.0,Moderate Stress
99,2275,52.3,Mild Stress
66,3037,20.2,Relaxed
116,1561,61.1,Moderate Stress
93,1342,42.3,Mild Stress
63,3433,14.3,Relaxed
128,535,76.4,High Stress
79,2667,25.3,Normal
127,406,75.1,High Stress
59,2990,14.5,Relaxed
114,925,68.0,Moderate Stress
119,1019,62.2,Moderate Stress
136,786,79.0,High Stress
90,1406,54.3,Mild Stress
65,3696,13.3,Relaxed
112,1072,69.1,Moderate Stress
82,2030,40.9,Normal
72,2633,27.0,Normal
60,3367,16.8,Relaxed
103,1589,47.4,Mild Stress
101,1297,59.4,Moderate Stress
83,1929,42.0,Mild Stress
64,3392,16.1,Relaxed
109,1526,53.2,Moderate Stress
99,1967,50.2,Mild Stress
128,608,80.1,High Stress
83,2058,35.5,Mild Stress
79,2751,30.4,Normal
134,623,82.9,High Stress
115,884,70.0,Moderate Stress
102,1059,58.5,Moderate Stress
95,1611,48.9,Mild Stress
139,524,76.5,High Stress
157,662,91.0,High Stress
128,509,76.1,High Stress
78,2099,36.8,Normal
69,3386,19.6,Relaxed
143,636,88.1,High Stress
133,743,73.4,High Stress
73,2407,30.9,Normal
104,1310,52.1,Moderate Stress
86,2054,42.9,Mild Stress
75,2755,28.3,Normal
108,828,61.2,Moderate Stress
71,2340,25.7,Normal
125,611,80.3,High Stress
113,1155,63.6,Moderate Stress
74,2948,20.9,Normal
105,1274,53.4,Moderate Stress
59,2814,17.8,Relaxed
65,3841,16.5,Relaxed
77,2840,22.1,Normal
129,894,77.2,High Stress
68,3398,27.0,Normal
81,1856,44.1,Mild Stress
125,108,84.7,High Stress
110,1603,54.7,Moderate Stress
143,456,90.3,High Stress
80,2296,26.5,Normal
95,2124,48.1,Mild Stress
67,2862,25.6,Relaxed
57,3279,10.1,Relaxed
85,2121,39.3,Normal
98,1731,40.6,Mild Stress
103,1776,50.5,Mild Stress
106,1431,53.4,Moderate Stress
79,1196,46.4,Mild Stress
92,1992,45.6,Mild Stress
118,898,62.4,Moderate Stress
82,2822,27.5,Normal
115,1095,66.8,High Stress
111,865,66.8,Moderate Stress
97,2051,46.3,Mild Stress
81,3058,34.7,Normal
126,438,75.9,High Stress
57,3167,14.4,Relaxed
110,908,64.8,Moderate Stress
146,778,84.2,High Stress
70,3237,18.9,Normal
65,3185,18.6,Relaxed
74,2368,35.3,Normal
124,903,67.0,High Stress
62,3367,17.2,Relaxed
97,1489,44.7,Mild Stress
89,1681,46.0,Mild Stress
99,2239,51.3,Mild Stress
87,1580,41.9,Mild Stress
98,1636,48.6,Mild Stress
60,2555,21.2,Relaxed
112,1308,64.0,Moderate Stress
68,3472,12.6,Relaxed
120,1425,62.1,Moderate Stress
88,1797,41.2,Mild Stress
66,3781,16.7,Relaxed
60,2948,10.3,Relaxed
100,1608,50.3,Mild Stress
77,2032,36.0,Mild Stress
137,188,85.1,High Stress
77,2784,31.1,Normal
81,1683,40.2,Mild Stress
107,1333,57.5,Moderate Stress
105,862,62.2,Moderate Stress
68,3249,14.6,Relaxed
96,1050,47.0,Mild Stress
142,680,90.2,High Stress
89,1120,50.4,Mild Stress
87,2853,35.5,Normal
62,3007,18.0,Relaxed
76,3037,17.6,Normal
102,1289,52.6,Moderate Stress
95,1793,48.0,Mild Stress
115,1511,63.6,Moderate Stress
149,973,94.2,High Stress
81,2723,27.8,Normal
60,3167,7.0,Relaxed
100,784,68.0,Moderate Stress
61,3017,21.1,Relaxed
111,944,67.9,Moderate Stress
86,2948,30.7,Normal
112,1327,65.4,Moderate Stress
89,1613,40.2,Mild Stress
90,2135,35.2,Mild Stress
62,3606,10.1,Relaxed
71,2814,26.8,Normal
83,2076,48.5,Normal
91,1483,45.3,Mild Stress
90,1784,43.4,Mild Stress
136,112,86.4,High Stress
104,872,61.1,Moderate Stress
85,1657,35.9,Mild Stress
58,3617,6.8,Relaxed
64,3105,15.4,Relaxed
61,3065,14.8,Relaxed
91,2116,42.5,Mild Stress
88,2082,45.5,Mild Stress
86,1549,39.8,Mild Stress
112,997,58.4,Moderate Stress
61,3767,10.9,Relaxed
73,2506,36.4,Normal
63,3083,21.7,Relaxed
115,1043,68.2,Moderate Stress
99,1156,57.0,Moderate Stress
80,2534,30.5,Normal
102,1365,60.4,Moderate Stress
135,973,83.1,High Stress
104,1589,54.8,Moderate Stress
60,3234,14.6,Relaxed
100,1433,56.0,Moderate Stress
127,773,73.1,High Stress
134,434,85.3,High Stress
98,1893,49.4,Mild Stress
56,3626,9.2,Relaxed
77,2681,29.3,Normal
104,465,66.8,Moderate Stress
124,830,68.7,Moderate Stress
113,997,69.1,Moderate Stress
65,2845,18.0,Relaxed
56,3639,9.8,Relaxed
70,2550,33.0,Normal
133,787,72.9,High Stress
51,3091,10.2,Relaxed
85,2191,41.0,Mild Stress
95,1607,53.6,Mild Stress
90,1965,40.1,Mild Stress
85,1807,40.7,Mild Stress
93,1427,44.2,Mild Stress
76,3149,18.6,Normal
73,2960,24.8,Relaxed
81,2722,30.8,Normal
130,1059,73.9,High Stress
79,2750,35.1,Normal
63,4095,8.1,Relaxed
108,731,69.8,Moderate Stress
96,1525,53.2,Mild Stress
138,496,85.0,High Stress
100,1188,52.4,Mild Stress
112,1369,54.6,Moderate Stress
106,1198,55.1,Moderate Stress
111,772,78.1,Moderate Stress
76,1926,36.4,Normal
88,1899,43.0,Mild Stress
100,1200,56.6,Mild Stress
74,3043,24.7,Normal
138,415,82.2,High Stress
140,647,80.8,High Stress
64,3699,12.1,Relaxed
105,1597,53.5,Mild Stress
101,1900,51.4,Mild Stress
72,2701,23.0,Normal
77,2292,37.5,Normal
88,1810,45.9,Mild Stress
84,2169,39.3,Mild Stress
142,429,85.3,High Stress
106,1068,65.8,Moderate Stress
110,1253,58.9,Moderate Stress
109,1041,62.5,Moderate Stress
73,2343,34.1,Normal
106,1285,52.2,Moderate Stress
90,1752,40.6,Mild Stress
152,333,93.8,High Stress
143,472,88.0,High Stress
89,2068,41.0,Mild Stress
77,3066,25.7,Normal
110,1388,60.0,Moderate Stress
66,3848,12.0,Relaxed
90,2235,45.5,Mild Stress
65,3363,18.8,Relaxed
97,1203,56.7,Mild Stress
114,974,63.4,Moderate Stress
131,542,85.1,High Stress
74,2462,25.7,Normal
106,990,57.8,Moderate Stress
114,1161,58.2,Moderate Stress
86,1167,48.5,Mild Stress
62,2942,12.8,Relaxed
68,2858,22.3,Normal
105,1105,60.8,Moderate Stress
132,200,83.4,High Stress
125,353,79.5,High Stress
104,859,55.7,Moderate Stress
60,2520,23.6,Relaxed
60,3603,10.8,Relaxed
92,1611,44.0,Moderate Stress
139,742,76.8,High Stress
59,3305,1.2,Relaxed
89,1634,42.3,Mild Stress
136,634,76.9,High Stress
136,185,80.4,High Stress
71,2626,32.8,Normal
113,1079,65.6,Moderate Stress
88,1689,39.8,Mild Stress
99,1917,42.2,Mild Stress
121,813,70.6,Moderate Stress
87,2590,34.9,Mild Stress
103,1298,63.9,Mild Stress
94,917,55.4,Moderate Stress
144,499,79.3,High Stress
69,4057,7.2,Relaxed
61,3930,10.1,Relaxed
96,2182,44.7,Mild Stress
113,1397,64.9,Moderate Stress
130,429,73.0,High Stress
73,2722,29.1,Normal
111,1587,60.1,Moderate Stress
124,136,79.6,High Stress
62,3166,15.6,Relaxed
110,707,58.7,Moderate Stress
142,610,80.3,High Stress
59,3574,16.6,Relaxed
78,2746,31.3,Normal
137,550,86.7,High Stress
60,3417,10.7,Relaxed
124,175,73.0,High Stress
117,666,73.7,Moderate Stress
135,80,85.8,High Stress
75,2443,32.0,Normal
61,3892,7.5,Relaxed
59,2946,18.9,Relaxed
73,3249,22.8,Normal
117,981,68.0,Moderate Stress
79,3646,20.9,Normal
63,3398,15.7,Relaxed
66,4019,11.4,Relaxed
65,3304,20.5,Relaxed
72,2679,31.1,Normal
52,2865,14.0,Relaxed
137,474,85.3,High Stress
109,816,65.5,Moderate Stress
126,690,74.0,Moderate Stress
98,1095,55.8,Moderate Stress
105,1014,61.9,Moderate Stress
142,281,87.8,High Stress
116,1408,67.3,Moderate Stress
144,518,88.7,High Stress
86,1740,43.4,Normal
85,2057,38.3,Normal
114,1082,64.9,Moderate Stress
137,281,82.7,High Stress
132,518,78.4,High Stress
117,1337,65.2,Moderate Stress
97,1454,50.1,Mild Stress
143,944,88.0,High Stress
140,763,78.4,High Stress
62,3443,12.3,Relaxed
75,2214,31.8,Normal
67,3459,13.3,Relaxed
100,2085,44.3,Mild Stress
56,3063,11.9,Relaxed
75,2797,27.4,Normal
107,1556,48.9,Moderate Stress
111,1596,61.5,Moderate Stress
61,3584,5.3,Relaxed
72,2128,30.2,Normal
138,942,74.2,High Stress
92,1913,44.3,Mild Stress
64,3032,23.7,Relaxed
58,3330,19.1,Relaxed
98,1824,53.8,Mild Stress
53,3391,9.1,Relaxed
103,1464,56.6,Moderate Stress
59,3398,15.5,Relaxed
64,3214,10.9,Relaxed
112,1431,58.2,Moderate Stress
60,2993,12.1,Relaxed
82,1925,42.8,Mild Stress
109,465,66.9,Moderate Stress
84,1835,38.5,Mild Stress
89,1477,45.8,Mild Stress
62,3180,16.2,Relaxed
127,427,80.1,High Stress
72,2694,21.1,Normal
148,522,84.2,High Stress
123,661,70.7,High Stress
134,805,75.7,High Stress
111,886,59.4,Moderate Stress
81,3002,29.3,Normal
117,923,61.5,Moderate Stress
106,1704,43.8,Moderate Stress
142,87,95.0,High Stress
71,1876,27.4,Normal
87,2394,30.8,Mild Stress
114,314,78.3,Moderate Stress
111,1415,59.1,Moderate Stress
69,3541,17.7,Relaxed
72,2559,25.8,Normal
100,1382,57.6,Mild Stress
73,3010,24.9,Normal
106,1386,56.9,Moderate Stress
128,340,78.3,High Stress
138,452,78.3,High Stress
105,1458,49.7,Moderate Stress
105,1088,63.6,Moderate Stress
132,466,81.1,High Stress
84,1958,37.9,Mild Stress
112,1463,65.4,Moderate Stress
81,2022,36.5,Normal
58,3616,12.4,Relaxed
104,1089,60.9,Moderate Stress
80,2951,26.5,Normal
84,1475,43.1,Mild Stress
122,802,66.1,High Stress
88,1833,46.6,Mild Stress
73,2620,24.7,Normal
100,2310,44.1,Mild Stress
111,1329,58.7,Moderate Stress
130,838,78.7,High Stress
107,1130,67.5,Moderate Stress
84,2308,36.3,Normal
63,3401,12.9,Relaxed
106,1086,67.2,Moderate Stress
147,703,91.4,High Stress
104,745,58.3,Moderate Stress
120,1228,70.7,High Stress
93,2028,41.2,Mild Stress
70,3180,25.6,Relaxed
132,579,76.3,High Stress
124,189,81.7,High Stress
82,2673,34.6,Normal
105,1136,63.3,Moderate Stress
87,2303,33.1,Mild Stress
120,904,73.7,Moderate Stress
139,938,87.4,High Stress
64,3014,14.9,Relaxed
82,2323,28.3,Normal
83,1838,40.3,Mild Stress
79,2655,34.3,Normal
86,1802,44.3,Mild Stress
111,1140,62.6,Moderate Stress
134,758,74.8,High Stress
101,1673,47.8,Mild Stress
72,2895,20.8,Relaxed
108,680,61.0,Moderate Stress
78,2551,33.8,Normal
80,2592,33.7,Normal
74,2439,34.1,Normal
126,610,76.1,High Stress
108,883,63.9,Moderate Stress
109,984,68.9,Moderate Stress
98,2234,41.1,Mild Stress
77,2975,19.9,Normal
141,570,79.3,High Stress
58,3379,5.2,Relaxed
96,1714,49.8,Mild Stress
93,2144,38.3,Mild Stress
76,2688,34.3,Normal
65,2488,27.1,Normal
127,741,75.1,High Stress
110,873,65.9,Moderate Stress
83,1823,35.7,Normal
144,571,76.3,High Stress
135,1169,80.5,High Stress
115,1329,66.5,Moderate Stress
110,884,71.1,Moderate Stress
121,445,71.8,High Stress
112,993,64.3,Moderate Stress
117,956,72.7,Moderate Stress
106,1297,55.4,Moderate Stress
64,2974,21.7,Relaxed
90,1827,47.3,Mild Stress
93,2013,39.9,Mild Stress
89,2091,43.0,Mild Stress
87,1929,43.1,Mild Stress
86,1667,40.0,Mild Stress
120,1119,71.9,Moderate Stress
107,949,57.9,Moderate Stress
91,2042,45.2,Mild Stress
58,2939,13.9,Relaxed
90,1751,45.2,Mild Stress
138,656,78.9,High Stress
96,1277,58.9,Mild Stress
87,1604,45.4,Mild Stress
111,1350,66.0,Moderate Stress
80,3024,24.9,Normal
60,3046,16.6,Relaxed
114,749,71.3,Moderate Stress
98,2334,41.6,Mild Stress
57,2981,10.3,Relaxed
109,942,65.2,Moderate Stress
124,1293,63.1,Moderate Stress
80,2154,35.9,Normal
110,814,69.3,Moderate Stress
80,2561,28.0,Normal
68,2220,26.0,Normal
101,1412,61.6,Moderate Stress
139,341,84.3,High Stress
109,953,65.5,Moderate Stress
109,1004,58.1,Moderate Stress
61,3491,12.2,Relaxed
66,2807,13.9,Relaxed
53,3893,7.8,Relaxed
114,1086,60.1,Moderate Stress
54,3909,5.2,Relaxed
129,608,75.6,High Stress
117,1112,70.9,Moderate Stress
80,2886,32.0,Normal
74,2210,29.0,Normal
144,212,96.4,High Stress
58,3650,0.0,Relaxed
77,2111,25.2,Normal
87,2491,34.5,Mild Stress
137,884,71.5,High Stress
126,871,78.6,High Stress
118,1165,63.5,Moderate Stress
61,3525,16.2,Relaxed
129,359,76.7,High Stress
79,1540,38.0,Normal
70,2366,24.4,Normal
66,3408,16.9,Relaxed
79,2846,34.0,Normal
56,2826,13.2,Relaxed
111,1027,64.5,Moderate Stress
55,3248,7.7,Relaxed
59,3126,12.4,Relaxed
81,2434,36.7,Normal
135,326,84.7,High Stress
66,2477,21.0,Normal
133,831,76.3,High Stress
88,2306,38.7,Mild Stress
88,1774,37.2,Mild Stress
107,1066,58.0,Moderate Stress
122,942,72.6,High Stress
69,2462,23.1,Normal
69,2696,29.4,Normal
130,601,70.5,High Stress
93,2481,41.7,Mild Stress
74,1999,34.5,Normal
65,2250,26.6,Relaxed
63,3105,12.7,Relaxed
134,546,77.7,High Stress
77,2199,34.1,Normal
64,3087,21.8,Relaxed
60,3216,16.1,Relaxed
134,1060,83.0,High Stress
102,1788,52.8,Mild Stress
137,365,79.5,High Stress
140,690,78.5,High Stress
89,1843,43.6,Mild Stress
63,3402,10.7,Relaxed
150,623,91.9,High Stress
59,2908,15.1,Relaxed
59,3322,10.1,Relaxed
104,921,59.4,Moderate Stress
103,1162,56.8,Moderate Stress
76,2721,30.7,Normal
121,760,67.7,High Stress
122,349,81.2,High Stress
64,3078,16.7,Relaxed
124,326,79.1,High Stress
78,2032,32.0,Mild Stress
113,1235,66.2,Moderate Stress
120,1223,64.9,Moderate Stress
67,3478,15.4,Relaxed
106,1152,62.5,Moderate Stress
81,2398,36.7,Normal
110,1028,65.0,Moderate Stress
99,1427,52.5,Moderate Stress
114,1196,64.1,Moderate Stress
89,2127,35.7,Mild Stress
75,2327,32.4,Normal
95,2295,45.4,Mild Stress
110,1103,63.1,Moderate Stress
80,2999,28.0,Normal
74,3897,16.3,Normal
136,514,84.8,High Stress
156,910,93.4,High Stress
63,3069,18.4,Relaxed
96,2052,47.9,Mild Stress
128,290,85.0,High Stress
128,291,81.8,High Stress
89,2532,40.4,Mild Stress
86,2877,24.9,Normal
76,2349,35.8,Normal
98,1319,50.0,Moderate Stress
139,645,81.5,High Stress
129,565,77.2,High Stress
96,1742,44.9,Mild Stress
83,2456,32.5,Normal
109,1430,57.8,Moderate Stress
131,559,75.4,High Stress
96,1454,55.2,Mild Stress
66,3381,17.4,Relaxed
144,1028,85.1,High Stress
80,2858,32.9,Normal
131,698,74.2,High Stress
89,1671,43.9,Mild Stress
98,2232,46.0,Mild Stress
61,3066,14.8,Relaxed
136,890,78.3,High Stress
68,3791,4.3,Relaxed
135,704,85.2,High Stress
67,3063,27.5,Relaxed
95,2081,37.9,Mild Stress
116,1065,69.1,Moderate Stress
138,729,82.8,High Stress
81,1678,39.0,Mild Stress
65,2936,23.1,Relaxed
73,2846,25.7,Normal
74,2929,21.9,Normal
85,1979,31.7,Mild Stress
110,678,68.0,Moderate Stress
57,3375,6.2,Relaxed
139,1134,84.6,High Stress
62,3023,15.9,Relaxed
91,2167,40.5,Mild Stress
59,3963,0.0,Relaxed
113,1225,58.2,Moderate Stress
85,2196,39.6,Normal
78,3824,24.4,Normal
56,2783,17.9,Relaxed
140,796,81.9,High Stress
86,1972,44.1,Mild Stress
102,1113,62.5,Moderate Stress
134,538,78.1,High Stress
152,611,93.9,High Stress
62,3310,16.5,Relaxed
59,3194,7.2,Relaxed
76,3209,26.9,Normal
110,876,67.6,Moderate Stress
61,3275,12.5,Relaxed
70,3355,23.8,Normal
145,122,90.2,High Stress
90,1864,37.3,Mild Stress
60,3495,14.0,Relaxed
72,3121,24.3,Normal
108,963,59.6,Moderate Stress
126,83,87.2,High Stress
87,1520,42.7,Mild Stress
128,638,77.1,High Stress
108,868,58.5,Moderate Stress
136,454,88.2,High Stress
133,778,80.1,High Stress
139,423,87.5,High Stress
78,2530,32.3,Normal
151,585,82.3,High Stress
138,991,80.1,High Stress
116,287,76.7,Moderate Stress
88,1969,38.8,Mild Stress
134,740,76.1,High Stress
140,475,89.6,High Stress
57,3598,0.3,Relaxed
76,2646,31.7,Normal
58,3245,9.0,Relaxed
147,659,90.1,High Stress
103,1063,54.5,Moderate Stress
137,304,85.5,High Stress
140,411,84.5,High Stress
109,1250,64.5,Moderate Stress
129,665,81.0,High Stress
96,1613,49.3,Mild Stress
63,4095,1.7,Relaxed
61,3211,17.3,Relaxed
96,1644,49.7,Mild Stress
110,1539,57.7,Moderate Stress
136,291,84.2,High Stress
107,1367,61.0,Moderate Stress
93,1770,45.4,Mild Stress
138,537,79.0,High Stress
71,3028,22.8,Normal
111,859,57.6,Moderate Stress
96,1821,50.8,Mild Stress
60,3638,11.7,Relaxed
77,2678,34.4,Normal
139,545,92.7,High Stress
103,1104,54.8,Moderate Stress
59,3282,6.4,Relaxed
99,681,60.4,Moderate Stress
135,564,78.9,High Stress
67,3460,16.8,Relaxed
97,2087,48.7,Mild Stress
74,2825,26.8,Normal
114,956,64.8,Moderate Stress
96,1590,53.7,Mild Stress
75,2830,35.4,Normal
76,3320,15.2,Normal
78,2724,32.7,Normal
93,1355,53.6,Mild Stress
73,2928,31.6,Normal
98,1384,61.1,Mild Stress
95,1793,45.4,Mild Stress
60,3204,15.2,Relaxed
63,3311,14.0,Relaxed
101,1654,53.0,Mild Stress
74,2762,21.8,Normal
149,532,88.6,High Stress
115,1039,62.8,Moderate Stress
80,3002,21.7,Normal
116,1406,63.9,Moderate Stress
64,3861,14.7,Relaxed
68,1932,26.5,Normal
71,2467,28.4,Normal
92,1641,48.8,Mild Stress
87,2409,39.3,Mild Stress
79,2481,35.4,Normal
59,3631,5.4,Relaxed
72,3221,23.1,Normal
125,716,67.3,High Stress
70,1959,32.5,Normal
65,3631,6.5,Relaxed
82,1790,42.6,Mild Stress
127,603,78.4,High Stress
99,1055,56.2,Mild Stress
82,2658,34.8,Normal
79,3090,26.1,Normal
75,2211,27.5,Normal
63,3489,7.4,Relaxed
107,1210,57.1,Moderate Stress
67,3525,16.0,Relaxed
80,2287,33.9,Normal
87,2300,37.0,Mild Stress
107,1386,63.1,Moderate Stress
93,2451,40.1,Mild Stress
127,595,80.1,High Stress
91,1714,49.7,Mild Stress
56,3060,12.1,Relaxed
136,951,76.7,High Stress
77,3052,30.5,Normal
64,2393,22.6,Normal
62,3137,21.6,Relaxed
102,1005,55.2,Moderate Stress
133,304,87.8,High Stress
131,679,83.6,High Stress
81,1703,30.2,Normal
139,419,84.8,High Stress
85,2614,33.2,Normal
75,2807,19.8,Normal
65,3107,18.0,Relaxed
60,3329,17.9,Relaxed
114,1150,61.2,Moderate Stress
89,2299,33.1,Mild Stress
99,1318,52.1,Mild Stress
63,4017,10.2,Relaxed
105,1413,53.5,Moderate Stress
75,1972,25.9,Normal
81,818,42.5,Mild Stress
94,1402,43.1,Mild Stress
141,779,81.5,High Stress
105,1009,61.3,Moderate Stress
79,2727,28.2,Normal
131,990,73.8,High Stress
103,2052,54.2,Mild Stress
93,1810,39.3,Mild Stress
68,2563,20.6,Normal
63,3328,15.9,Relaxed
128,969,80.3,High Stress
128,817,70.1,High Stress
94,1863,43.4,Mild Stress
102,1336,57.1,Moderate Stress
102,955,59.4,Moderate Stress
118,1427,64.2,Moderate Stress
107,1538,53.5,Moderate Stress
94,2632,39.1,Mild Stress
62,2910,17.8,Relaxed
82,2852,35.6,Normal
105,1259,62.2,Moderate Stress
145,764,88.4,High Stress
93,2163,41.9,Mild Stress
93,1421,55.6,Mild Stress
78,3388,23.2,Normal
92,1873,47.1,Mild Stress
96,1777,51.9,Moderate Stress
137,637,82.0,High Stress
89,1863,40.6,Mild Stress
101,1051,51.9,Moderate Stress
130,533,78.5,High Stress
116,1316,60.4,Moderate Stress
63,3501,12.3,Relaxed
110,641,57.5,Moderate Stress
60,3229,18.9,Relaxed
125,798,67.4,High Stress
137,807,77.7,High Stress
145,384,91.8,High Stress
62,3688,7.6,Relaxed
81,3278,26.4,Normal
84,1977,40.0,Normal
134,195,79.6,High Stress
62,3542,9.5,Relaxed
60,3507,16.5,Relaxed
56,3440,5.9,Relaxed
78,2631,29.9,Normal
77,2708,26.8,Normal
85,1456,48.3,Mild Stress
119,1001,67.7,Moderate Stress
62,3766,8.5,Relaxed
69,3304,15.6,Relaxed
110,1160,60.9,Moderate Stress
99,1476,52.4,Moderate Stress
70,1918,32.5,Normal
67,2554,22.5,Relaxed
107,1148,52.8,Moderate Stress
135,732,72.6,High Stress
107,1514,55.3,Moderate Stress
70,3804,18.5,Relaxed
66,3138,9.2,Relaxed
138,597,90.3,High Stress
108,1810,53.3,Moderate Stress
110,348,70.0,High Stress
66,2772,22.5,Normal
73,3099,22.9,Normal
74,2488,29.3,Normal
88,2152,38.1,Mild Stress
140,722,83.6,High Stress
120,1400,71.6,Moderate Stress
90,1949,43.4,Mild Stress
135,990,75.2,High Stress
113,824,65.5,Moderate Stress
118,1377,59.1,Moderate Stress
81,2448,37.6,Normal
75,2101,36.0,Normal
65,3297,18.7,Relaxed
62,2726,25.9,Relaxed
108,1238,56.7,Moderate Stress
80,2258,32.5,Normal
75,2782,20.5,Normal
144,316,84.4,High Stress
75,2909,26.4,Normal
75,3157,24.7,Normal
135,865,78.7,High Stress
71,2406,32.6,Normal
135,376,82.6,High Stress
148,743,88.3,High Stress
69,3472,21.4,Relaxed
101,1786,46.2,Mild Stress
109,1436,60.9,Moderate Stress
71,2383,33.2,Normal
139,657,81.4,High Stress
135,520,82.9,High Stress
61,3493,21.0,Relaxed
85,3270,26.0,Normal
132,167,81.4,High Stress
66,2932,24.0,Relaxed
113,781,63.7,Moderate Stress
101,1237,49.7,Moderate Stress
96,1883,54.1,Mild Stress
75,2926,27.9,Normal
64,2999,18.0,Relaxed
58,3733,5.5,Relaxed
120,1241,62.5,Moderate Stress
61,3161,10.0,Relaxed
83,2469,34.5,Normal
98,1397,44.7,Moderate Stress
80,2296,32.4,Normal
151,197,93.7,High Stress
139,140,87.6,High Stress
76,2187,36.9,Normal
59,3348,14.2,Relaxed
119,987,70.4,Moderate Stress
149,1035,84.2,High Stress
119,1170,69.8,Moderate Stress
64,2699,27.9,Relaxed
79,2611,33.6,Normal
57,3154,18.8,Relaxed
69,3366,21.8,Relaxed
125,628,71.3,High Stress
98,1121,51.8,Moderate Stress
91,1879,48.9,Mild Stress
119,937,74.0,Moderate Stress
77,2177,34.5,Normal
98,1608,53.6,Mild Stress
91,1533,50.2,Mild Stress
122,719,71.5,High Stress
133,655,76.8,High Stress
79,2389,35.0,Normal
73,1871,37.0,Normal
120,1202,68.4,Moderate Stress
134,687,83.3,High Stress
117,1301,58.3,Moderate Stress
94,1927,50.9,Mild Stress
127,1035,78.2,High Stress
109,1188,62.1,Moderate Stress
128,968,78.1,High Stress
73,2620,21.6,Normal
132,495,81.4,High Stress
136,397,85.3,High Stress
60,3427,14.5,Relaxed
93,1695,43.1,Mild Stress
89,2691,35.9,Normal
86,2064,35.9,Normal
69,2972,17.5,Normal
141,291,80.8,High Stress
62,3109,12.8,Relaxed
59,3208,14.4,Relaxed
76,2463,24.2,Normal
141,593,83.5,High Stress
66,2766,21.2,Relaxed
77,2430,30.0,Normal
56,3304,12.3,Relaxed
69,3440,18.0,Relaxed
88,1608,49.0,Mild Stress
72,2166,29.9,Normal
106,269,68.0,Moderate Stress
73,2493,23.7,Normal
93,2131,46.4,Mild Stress
55,3618,6.5,Relaxed
75,2788,30.9,Normal
102,1051,58.0,Moderate Stress
128,655,83.4,High Stress
66,3611,9.4,Relaxed
82,2354,30.0,Normal
80,2653,35.9,Normal
102,1084,60.9,Moderate Stress
