heart_rate,light,stress_score,stress_category
109,1704,59.1,Moderate Stress
87,2081,33.8,Mild Stress
62,3223,16.6,Relaxed
73,2913,25.0,Normal
94,1316,53.3,Mild Stress
79,2999,25.8,Normal
137,708,80.4,High Stress
63,2544,24.2,Relaxed
79,2973,25.4,Normal
139,468,90.6,High Stress
70,2852,24.2,Normal
123,664,74.4,High Stress
59,3126,10.5,Relaxed
85,2838,33.2,Mild Stress
134,454,74.1,High Stress
134,441,79.8,High Stress
103,1172,62.5,Moderate Stress
99,1585,62.0,Mild Stress
76,2761,22.3,Normal
88,1400,59.7,Mild Stress
90,1829,44.7,Mild Stress
90,2338,41.8,Mild Stress
59,3754,9.9,Relaxed
106,1011,59.8,Moderate Stress
115,406,80.6,Moderate Stress
64,3218,12.7,Relaxed
79,2683,25.1,Normal
85,1906,42.1,Normal
101,1430,54.1,Moderate Stress
144,223,88.5,High Stress
64,3814,9.1,Relaxed
79,1685,40.9,Mild Stress
60,3420,13.6,Relaxed
61,3365,15.2,Relaxed
105,1180,62.1,Moderate Stress
120,714,75.8,High Stress
104,993,55.5,Moderate Stress
59,3363,13.6,Relaxed
87,2765,38.8,Normal
139,229,85.4,High Stress
96,2141,39.2,Mild Stress
104,938,65.3,Moderate Stress
63,3658,8.0,Relaxed
58,3068,12.5,Relaxed
73,2904,27.2,Normal
59,3552,12.7,Relaxed
130,1112,78.2,High Stress
116,1210,60.2,Moderate Stress
84,2011,36.4,Mild Stress
94,1988,41.8,Mild Stress
75,2808,24.6,Normal
89,1657,53.3,Mild Stress
85,1512,50.4,Mild Stress
58,3940,3.9,Relaxed
132,574,80.0,High Stress
90,1742,51.0,Mild Stress
99,1551,50.9,Mild Stress
83,2651,37.0,Normal
76,2535,30.9,Normal
150,5,97.3,High Stress
127,616,84.0,High Stress
109,1175,61.4,Moderate Stress
71,3108,19.2,Normal
108,1637,52.7,Moderate Stress
134,641,83.9,High Stress
126,94,79.1,High Stress
140,1071,81.6,High Stress
55,2403,17.3,Relaxed
84,2793,23.4,Normal
139,396,84.3,High Stress
79,2284,27.4,Normal
122,983,66.1,High Stress
55,3040,14.2,Relaxed
74,2387,35.2,Normal
66,3124,16.9,Relaxed
83,2456,26.9,Normal
102,720,65.9,Moderate Stress
145,435,81.0,High Stress
88,1960,43.7,Mild Stress
151,1045,87.7,High Stress
82,1778,51.8,Normal
62,3445,13.0,Relaxed
61,2951,25.3,Relaxed
84,1680,44.6,Mild Stress
132,743,84.6,High Stress
140,349,81.2,High Stress
90,1911,41.2,Mild Stress
82,2924,22.9,Normal
93,1542,50.1,Mild Stress
117,1819,54.0,Moderate Stress
99,1181,45.4,Mild Stress
64,3128,14.6,Relaxed
100,2022,51.4,Mild Stress
62,3450,13.6,Relaxed
63,2945,19.0,Relaxed
125,683,75.7,High Stress
104,649,64.7,Moderate Stress
112,936,66.0,Moderate Stress
64,3275,16.3,Relaxed
78,1842,44.3,Normal
56,3860,8.9,Relaxed
58,3724,7.7,Relaxed
107,1571,57.2,Moderate Stress
62,3157,19.6,Normal
63,3450,15.4,Relaxed
115,943,73.0,Moderate Stress
147,1018,82.1,High Stress
67,3105,19.3,Normal
67,3144,21.3,Relaxed
64,3580,18.0,Relaxed
111,1392,57.9,Moderate Stress
60,3690,14.5,Relaxed
100,1624,46.9,Moderate Stress
98,2103,45.4,Mild Stress
71,2133,35.3,Normal
75,2692,26.0,Normal
78,2100,46.5,Normal
93,1427,50.3,Mild Stress
88,2965,28.9,Normal
142,724,85.6,High Stress
139,707,86.3,High Stress
73,2422,23.3,Normal
83,2332,36.3,Normal
95,2273,48.7,Mild Stress
138,678,83.2,High Stress
59,3758,3.5,Relaxed
134,724,79.7,High Stress
122,715,73.4,High Stress
96,1917,41.5,Mild Stress
140,403,85.1,High Stress
106,1234,58.5,Moderate Stress
81,2304,38.8,Mild Stress
140,887,76.7,High Stress
56,2981,15.4,Relaxed
129,615,81.6,High Stress
124,609,75.5,High Stress
106,1249,59.3,Moderate Stress
107,1300,61.9,Moderate Stress
149,1183,85.7,High Stress
110,1157,60.0,Moderate Stress
102,1186,53.7,Moderate Stress
77,2622,26.0,Normal
123,526,82.9,High Stress
106,991,64.2,Moderate Stress
88,1604,46.8,Mild Stress
79,3340,16.1,Normal
143,243,86.7,High Stress
90,1539,47.3,Mild Stress
84,1974,33.0,Normal
110,1160,59.4,Moderate Stress
108,1396,61.8,Moderate Stress
136,833,77.6,High Stress
67,3703,12.6,Relaxed
104,2011,44.0,Mild Stress
90,2266,40.4,Mild Stress
103,927,52.5,Moderate Stress
114,1072,58.2,Moderate Stress
60,3251,12.6,Relaxed
73,3397,17.6,Normal
97,1841,51.2,Mild Stress
111,893,66.0,Moderate Stress
84,2059,42.0,Mild Stress
132,606,82.8,High Stress
128,608,73.3,High Stress
108,1085,62.0,Moderate Stress
74,2774,24.4,Normal
68,2957,16.9,Relaxed
86,1879,44.2,Mild Stress
134,617,76.8,High Stress
93,1395,55.7,Mild Stress
88,3082,23.1,Normal
88,2329,35.3,Normal
65,3439,15.4,Relaxed
71,2256,32.2,Normal
122,695,74.5,Moderate Stress
69,3184,13.5,Relaxed
131,559,76.4,High Stress
88,1634,41.3,Mild Stress
112,713,67.4,Moderate Stress
116,660,67.1,Moderate Stress
100,2152,43.7,Mild Stress
66,3003,19.2,Relaxed
138,477,88.1,High Stress
85,2907,27.1,Normal
126,348,72.1,High Stress
103,1109,64.3,Moderate Stress
114,519,66.0,Moderate Stress
77,2421,33.8,Normal
112,1921,60.7,Moderate Stress
61,3224,13.9,Relaxed
66,3569,16.1,Relaxed
68,3778,13.1,Relaxed
72,3466,9.1,Normal
113,1794,51.9,Moderate Stress
95,1958,49.8,Mild Stress
79,3006,23.7,Normal
86,1899,39.9,Mild Stress
73,2389,37.0,Normal
101,1320,52.6,Moderate Stress
62,3262,8.3,Relaxed
134,567,82.3,High Stress
97,1869,51.3,Mild Stress
62,3691,9.7,Relaxed
85,1804,39.9,Mild Stress
62,3410,15.5,Relaxed
79,2229,39.5,Normal
106,1689,52.0,Mild Stress
145,640,89.4,High Stress
102,1234,55.5,Moderate Stress
87,3304,27.1,Normal
56,2923,16.3,Relaxed
133,605,81.4,High Stress
70,3244,16.9,Relaxed
128,830,73.4,High Stress
98,1356,47.3,Mild Stress
83,2370,35.0,Normal
146,788,88.5,High Stress
91,2148,51.7,Mild Stress
59,3650,6.8,Relaxed
84,2011,35.0,Mild Stress
133,500,81.3,High Stress
78,2495,28.0,Normal
102,1733,46.7,Mild Stress
126,167,78.0,High Stress
63,2911,16.3,Relaxed
60,2867,20.9,Relaxed
97,1473,54.1,Mild Stress
123,453,78.4,High Stress
109,1082,54.4,Moderate Stress
134,683,88.1,High Stress
112,732,70.4,Moderate Stress
65,3391,17.6,Relaxed
122,989,69.7,Moderate Stress
127,989,71.2,High Stress
82,2700,30.7,Normal
161,305,100.0,High Stress
119,1237,69.2,Moderate Stress
134,613,87.4,High Stress
118,485,71.3,High Stress
57,3477,6.0,Relaxed
107,1489,56.3,Moderate Stress
88,2133,36.5,Mild Stress
124,506,81.4,High Stress
145,464,83.2,High Stress
64,2814,25.2,Relaxed
97,1639,49.2,Mild Stress
111,1166,68.2,Moderate Stress
106,1033,66.3,Moderate Stress
99,1344,53.0,Mild Stress
112,866,66.9,Moderate Stress
108,1087,60.6,Moderate Stress
75,2116,31.9,Normal
70,2106,33.6,Normal
61,3356,15.9,Relaxed
136,759,77.0,High Stress
62,3982,11.6,Relaxed
135,648,83.5,High Stress
91,2372,41.3,Mild Stress
60,3309,9.5,Relaxed
114,1038,60.9,Moderate Stress
78,2383,29.9,Normal
137,979,77.4,High Stress
94,2051,44.5,Mild Stress
59,3381,11.6,Relaxed
93,1387,41.3,Mild Stress
60,3040,13.7,Relaxed
67,3488,17.7,Relaxed
146,700,87.5,High Stress
70,2442,29.1,Normal
89,1555,52.8,Mild Stress
62,2684,22.4,Normal
139,402,81.6,High Stress
105,1002,62.7,Moderate Stress
135,405,81.7,High Stress
144,791,81.6,High Stress
90,1791,45.4,Mild Stress
134,221,85.3,High Stress
77,2734,24.4,Normal
63,3606,11.1,Relaxed
92,1718,54.3,Mild Stress
141,269,85.9,High Stress
79,2918,27.5,Normal
75,2558,32.4,Normal
93,1626,54.6,Mild Stress
64,3050,7.4,Relaxed
73,2994,20.0,Relaxed
124,624,74.8,High Stress
87,2851,31.3,Normal
84,3369,25.6,Normal
68,3097,24.5,Normal
64,3819,11.6,Relaxed
102,638,72.5,Moderate Stress
59,3376,9.7,Relaxed
78,2642,30.4,Normal
113,1023,65.9,Moderate Stress
65,3519,10.5,Relaxed
108,1506,53.0,Moderate Stress
119,1785,53.3,Moderate Stress
75,2452,27.9,Normal
107,447,61.4,Moderate Stress
71,2772,14.6,Normal
66,3365,9.7,Relaxed
84,2087,41.1,Normal
92,1692,48.3,Mild Stress
98,1321,56.4,Moderate Stress
75,2923,26.3,Normal
78,2263,28.1,Normal
71,2258,37.8,Normal
107,986,54.0,Moderate Stress
64,3112,18.4,Relaxed
73,3635,8.1,Relaxed
134,586,77.5,High Stress
56,3268,8.8,Relaxed
70,2689,20.7,Normal
116,1693,61.9,Moderate Stress
117,379,76.8,High Stress
67,3090,20.9,Relaxed
82,1994,34.0,Mild Stress
81,3218,22.7,Normal
129,587,79.4,High Stress
55,2678,12.9,Relaxed
139,555,79.6,High Stress
122,664,69.2,High Stress
140,624,82.7,High Stress
82,2454,32.6,Normal
65,3195,19.6,Relaxed
62,3575,11.8,Relaxed
88,1144,55.8,Mild Stress
113,1598,55.4,Moderate Stress
60,3714,7.1,Relaxed
114,946,61.0,Moderate Stress
114,761,66.7,Moderate Stress
69,3239,19.6,Relaxed
72,2500,31.8,Normal
114,1429,61.2,Moderate Stress
126,496,81.5,High Stress
89,1121,48.9,Mild Stress
73,2528,26.4,Normal
107,2219,41.9,Mild Stress
90,1562,45.1,Mild Stress
79,2787,31.1,Normal
68,3328,16.3,Relaxed
141,223,89.0,High Stress
63,3126,24.8,Relaxed
62,2704,13.7,Relaxed
101,748,59.0,Moderate Stress
91,2322,39.6,Mild Stress
124,500,73.4,High Stress
63,3400,12.7,Relaxed
89,2242,43.5,Mild Stress
107,1297,63.2,Moderate Stress
93,1378,56.4,Mild Stress
112,948,61.6,Moderate Stress
131,223,80.0,High Stress
92,1405,44.9,Mild Stress
124,902,75.1,High Stress
79,1893,42.4,Mild Stress
60,3085,15.1,Relaxed
59,2879,12.4,Relaxed
79,3047,16.4,Normal
62,3236,14.3,Relaxed
97,2050,48.9,Mild Stress
131,604,77.3,High Stress
79,2747,29.8,Normal
107,991,62.4,Moderate Stress
95,956,57.5,Moderate Stress
70,1985,29.5,Normal
99,1141,59.4,Mild Stress
146,609,78.9,High Stress
91,1216,48.5,Mild Stress
142,888,88.1,High Stress
103,1502,62.2,Moderate Stress
122,636,78.2,High Stress
80,2585,26.0,Normal
137,978,77.1,High Stress
95,2066,44.2,Mild Stress
79,3152,28.7,Normal
91,1994,42.8,Mild Stress
90,1715,47.3,Mild Stress
127,796,72.8,High Stress
78,2417,23.8,Normal
62,3756,9.7,Relaxed
110,811,66.9,Moderate Stress
131,86,89.2,High Stress
78,2734,26.4,Normal
86,1534,47.0,Mild Stress
62,3252,16.0,Relaxed
121,448,71.8,High Stress
60,3699,10.9,Relaxed
56,3314,7.1,Relaxed
76,2701,25.6,Normal
95,1741,46.0,Mild Stress
62,3454,15.8,Relaxed
69,3001,22.9,Relaxed
116,866,66.6,Moderate Stress
79,2061,37.5,Normal
67,2811,23.8,Relaxed
113,1342,56.5,Moderate Stress
107,1564,57.7,Moderate Stress
137,816,87.0,High Stress
65,3034,18.9,Relaxed
138,351,80.6,High Stress
84,1757,38.9,Normal
61,3403,10.5,Relaxed
113,1210,56.8,Moderate Stress
133,329,84.1,High Stress
138,559,84.7,High Stress
84,1960,40.9,Mild Stress
142,96,88.5,High Stress
117,1222,59.9,Moderate Stress
136,1019,79.3,High Stress
73,2319,34.8,Normal
60,3305,20.4,Relaxed
103,695,53.0,Moderate Stress
62,3445,16.7,Relaxed
143,519,87.5,High Stress
111,1127,63.3,Moderate Stress
84,1927,37.0,Mild Stress
86,2798,36.9,Mild Stress
148,395,90.1,High Stress
119,1056,68.1,Moderate Stress
113,706,59.2,Moderate Stress
89,1693,47.6,Mild Stress
57,3559,12.0,Relaxed
65,2948,13.9,Relaxed
109,1405,61.8,Moderate Stress
74,2493,28.5,Normal
81,1445,36.3,Mild Stress
84,1669,40.3,Mild Stress
80,2460,39.0,Normal
72,2559,15.7,Normal
114,810,71.2,Moderate Stress
136,838,77.1,High Stress
92,1827,49.7,Mild Stress
135,413,83.5,High Stress
100,627,67.6,Moderate Stress
135,669,83.2,High Stress
128,784,85.7,High Stress
69,2897,29.7,Relaxed
58,3778,9.9,Relaxed
92,1865,44.9,Mild Stress
109,1591,52.1,Moderate Stress
81,1953,37.7,Mild Stress
143,190,87.8,High Stress
87,2647,40.9,Normal
130,539,80.6,High Stress
99,1695,55.7,Mild Stress
99,1349,52.0,Mild Stress
71,2878,18.6,Normal
79,2963,21.7,Normal
131,996,71.5,High Stress
81,3039,29.6,Normal
112,618,73.6,Moderate Stress
136,622,74.8,High Stress
83,2462,26.3,Normal
140,308,79.1,High Stress
80,2614,32.4,Normal
137,599,77.5,High Stress
77,2411,29.1,Normal
61,3524,14.5,Relaxed
136,554,85.3,High Stress
80,2900,28.4,Normal
112,1387,59.9,Moderate Stress
138,614,82.1,High Stress
96,1932,44.4,Mild Stress
98,1064,56.4,Mild Stress
84,2327,38.3,Mild Stress
86,2704,33.0,Normal
67,3896,14.6,Relaxed
116,1534,61.9,Moderate Stress
82,2467,30.2,Mild Stress
64,3691,8.0,Relaxed
81,2897,26.3,Normal
65,2988,14.0,Relaxed
76,2851,23.1,Normal
57,3917,0.5,Relaxed
80,2678,30.5,Normal
68,3078,21.3,Normal
140,616,82.9,High Stress
95,2083,46.5,Mild Stress
86,1645,42.3,Mild Stress
123,549,79.1,High Stress
66,3167,18.6,Relaxed
91,1830,42.9,Mild Stress
75,3043,28.9,Normal
89,1096,50.6,Mild Stress
142,340,87.7,High Stress
78,2494,32.2,Normal
99,1151,54.5,Moderate Stress
105,333,62.4,Moderate Stress
94,1937,47.4,Mild Stress
56,3405,14.0,Relaxed
83,2903,25.7,Normal
62,3218,14.0,Relaxed
88,2498,31.9,Mild Stress
90,1113,51.9,Mild Stress
98,1335,55.8,Mild Stress
142,776,79.8,High Stress
90,1861,39.8,Mild Stress
108,1710,60.4,Moderate Stress
143,588,81.9,High Stress
93,1288,47.7,Moderate Stress
62,3312,19.9,Relaxed
125,965,72.8,High Stress
78,2592,31.6,Normal
105,1280,54.5,Moderate Stress
142,450,78.0,High Stress
79,2599,27.0,Normal
97,1596,49.0,Mild Stress
56,3060,8.1,Relaxed
76,2773,29.9,Normal
118,930,65.6,Moderate Stress
138,720,83.2,High Stress
67,2211,27.8,Normal
89,852,46.5,Mild Stress
78,2561,27.5,Normal
141,385,87.8,High Stress
100,1820,54.0,Mild Stress
66,3492,16.6,Relaxed
93,2328,46.2,Mild Stress
81,2754,28.5,Normal
75,2856,34.5,Normal
83,1708,38.3,Mild Stress
135,757,85.5,High Stress
74,2436,28.5,Normal
116,948,66.9,Moderate Stress
80,1710,42.4,Mild Stress
86,2005,39.6,Mild Stress
98,697,57.0,Moderate Stress
129,356,84.4,High Stress
105,1458,57.1,Moderate Stress
79,2926,23.0,Normal
69,3215,19.3,Normal
60,3730,5.9,Relaxed
144,267,89.8,High Stress
92,1330,54.0,Mild Stress
136,347,86.1,High Stress
96,2244,40.3,Mild Stress
69,3500,10.8,Relaxed
103,1524,54.6,Mild Stress
77,2605,23.0,Normal
110,894,64.3,Moderate Stress
94,1125,51.5,Mild Stress
76,2997,24.0,Normal
73,2727,24.8,Normal
62,3288,19.9,Relaxed
87,1715,48.1,Mild Stress
73,2899,28.7,Normal
91,2136,32.9,Mild Stress
101,1056,61.5,Moderate Stress
145,464,93.2,High Stress
132,1065,79.2,High Stress
84,2097,44.7,Mild Stress
71,3249,20.0,Relaxed
77,2768,34.1,Normal
63,3381,13.5,Relaxed
79,1937,34.2,Normal
87,2565,34.2,Mild Stress
69,3545,20.5,Relaxed
59,3224,15.3,Relaxed
66,3046,22.5,Relaxed
90,1787,48.6,Mild Stress
79,2381,30.6,Normal
72,3016,17.7,Relaxed
92,2161,40.3,Mild Stress
58,4017,6.0,Relaxed
127,372,78.9,High Stress
89,1967,40.4,Mild Stress
125,456,78.5,High Stress
98,1836,36.5,Mild Stress
62,2554,24.0,Relaxed
147,620,86.7,High Stress
89,1480,50.6,Mild Stress
134,836,76.8,High Stress
112,1144,60.2,Moderate Stress
84,1884,39.1,Mild Stress
141,356,83.1,High Stress
65,3055,20.3,Relaxed
136,536,81.1,High Stress
104,1137,45.1,Moderate Stress
140,478,79.8,High Stress
119,1231,58.0,Moderate Stress
126,1008,71.1,High Stress
65,3713,13.2,Relaxed
112,996,63.6,Moderate Stress
104,918,70.2,Moderate Stress
119,1225,59.0,Moderate Stress
93,1763,51.3,Mild Stress
111,998,68.8,Moderate Stress
74,1600,38.4,Normal
57,2681,17.4,Relaxed
83,2072,32.7,Normal
94,1486,49.5,Mild Stress
104,1379,57.2,Moderate Stress
99,2072,38.4,Mild Stress
64,2770,15.8,Relaxed
64,3501,25.4,Relaxed
59,3218,14.9,Relaxed
82,1822,34.3,Mild Stress
129,508,73.1,High Stress
97,1983,49.0,Mild Stress
93,2371,34.1,Mild Stress
119,1495,63.5,Moderate Stress
113,760,71.6,Moderate Stress
139,481,78.8,High Stress
87,1677,44.9,Mild Stress
73,3073,25.4,Normal
68,2309,30.0,Normal
67,3411,22.0,Relaxed
129,645,86.5,High Stress
106,1601,61.3,Moderate Stress
59,2987,20.7,Relaxed
130,503,84.0,High Stress
67,3367,6.1,Relaxed
107,1225,60.6,Moderate Stress
109,556,63.2,Moderate Stress
92,1643,52.8,Mild Stress
114,1170,64.6,Moderate Stress
79,2445,32.3,Normal
111,893,62.9,Moderate Stress
63,3479,11.0,Relaxed
101,2460,43.8,Mild Stress
105,1235,55.5,Moderate Stress
95,1949,42.9,Mild Stress
141,556,85.4,High Stress
112,1301,54.4,Moderate Stress
88,1232,49.9,Mild Stress
136,718,66.9,High Stress
153,59,97.0,High Stress
88,2090,35.0,Mild Stress
111,969,57.1,Moderate Stress
83,1523,37.5,Mild Stress
139,393,81.5,High Stress
65,3079,17.4,Relaxed
69,2338,34.0,Normal
132,936,77.6,High Stress
155,399,96.0,High Stress
74,2730,23.6,Normal
71,2024,32.9,Normal
87,2147,34.5,Mild Stress
62,3396,11.9,Relaxed
77,2979,20.4,Normal
60,3242,19.9,Relaxed
93,1479,44.5,Mild Stress
63,2818,22.7,Relaxed
140,791,84.8,High Stress
134,478,78.8,High Stress
130,893,75.9,High Stress
61,3822,12.0,Relaxed
96,1683,44.4,Mild Stress
66,3658,11.0,Relaxed
63,3353,15.2,Relaxed
74,2083,37.8,Normal
101,1550,50.0,Mild Stress
132,353,72.4,High Stress
149,670,93.3,High Stress
108,1307,57.8,Moderate Stress
91,2115,42.0,Mild Stress
59,3062,12.9,Relaxed
62,3822,8.7,Relaxed
96,1855,45.4,Mild Stress
126,526,75.4,High Stress
113,1580,64.8,Moderate Stress
132,663,77.3,High Stress
107,1098,62.7,Moderate Stress
92,2119,46.8,Mild Stress
82,2198,31.7,Mild Stress
136,888,75.9,High Stress
110,1539,64.4,Moderate Stress
98,1481,51.4,Moderate Stress
91,2265,46.6,Mild Stress
65,2931,13.4,Relaxed
56,4002,0.0,Relaxed
141,740,83.9,High Stress
108,1123,58.8,Moderate Stress
61,3685,5.2,Relaxed
117,756,71.0,Moderate Stress
136,741,76.2,High Stress
76,2495,23.1,Normal
71,2914,22.2,Normal
103,1071,58.5,Moderate Stress
101,1917,51.6,Mild Stress
90,2401,39.2,Mild Stress
142,526,85.1,High Stress
72,3017,11.6,Normal
110,796,63.2,Moderate Stress
73,2630,27.0,Normal
136,609,88.1,High Stress
130,861,70.7,High Stress
101,1178,55.2,Moderate Stress
75,2490,19.3,Normal
91,2152,45.2,Mild Stress
79,2884,22.4,Normal
59,3519,18.6,Relaxed
84,1881,39.2,Mild Stress
135,703,82.6,High Stress
57,4019,3.4,Relaxed
61,3094,19.3,Relaxed
141,714,81.8,High Stress
140,1196,73.1,High Stress
62,3333,12.7,Relaxed
145,469,82.1,High Stress
127,499,81.1,High Stress
94,2063,42.6,Mild Stress
113,1327,61.2,Moderate Stress
138,176,83.5,High Stress
100,2544,40.3,Mild Stress
95,2309,35.0,Mild Stress
64,3541,12.9,Relaxed
76,2298,26.3,Normal
93,1273,51.1,Moderate Stress
56,3238,13.5,Relaxed
94,1507,58.0,Mild Stress
86,1477,41.7,Mild Stress
94,1568,47.5,Mild Stress
148,854,82.9,High Stress
73,2847,29.4,Normal
58,3814,1.8,Relaxed
79,1569,37.3,Mild Stress
79,1571,42.5,Mild Stress
109,1393,53.3,Moderate Stress
77,2557,35.1,Normal
134,506,79.9,High Stress
105,2134,47.0,Mild Stress
100,1724,55.4,Mild Stress
107,1141,56.3,Moderate Stress
93,2129,46.5,Mild Stress
70,3235,21.1,Relaxed
136,964,77.9,High Stress
115,1026,60.5,Moderate Stress
70,3672,19.7,Relaxed
56,2897,13.9,Relaxed
136,646,81.0,High Stress
89,1287,51.3,Mild Stress
67,2951,12.7,Relaxed
77,2789,27.8,Normal
78,2383,28.4,Normal
84,2328,36.9,Mild Stress
78,2561,22.4,Normal
76,1843,34.8,Normal
75,2144,32.3,Normal
130,339,84.2,High Stress
68,3067,20.1,Relaxed
91,1692,42.2,Mild Stress
60,2865,15.0,Relaxed
136,439,81.5,High Stress
86,1807,43.2,Mild Stress
79,2550,31.6,Normal
83,1629,42.6,Mild Stress
139,797,77.5,High Stress
94,1823,45.1,Mild Stress
58,3078,17.2,Relaxed
62,3561,9.4,Relaxed
128,720,72.0,High Stress
76,2527,35.4,Normal
80,2746,30.1,Normal
131,770,79.9,High Stress
64,3206,18.8,Relaxed
89,1305,46.4,Mild Stress
70,3791,13.0,Relaxed
83,1392,50.7,Mild Stress
80,3037,29.9,Normal
89,2105,32.9,Mild Stress
124,322,76.3,High Stress
101,1203,51.2,Moderate Stress
118,903,69.2,Moderate Stress
135,408,83.0,High Stress
100,917,55.3,Moderate Stress
77,2902,20.5,Normal
59,3033,19.4,Relaxed
86,1479,41.2,Mild Stress
103,748,62.8,Moderate Stress
104,1246,56.3,Moderate Stress
64,2937,14.6,Relaxed
64,3878,8.9,Relaxed
66,3284,17.9,Relaxed
103,1344,52.9,Moderate Stress
72,1761,36.7,Normal
87,1904,41.9,Mild Stress
128,472,79.3,High Stress
94,1986,40.7,Mild Stress
88,1132,47.9,Mild Stress
77,2927,26.9,Normal
79,2608,34.8,Normal
73,2522,24.7,Normal
95,2291,38.6,Mild Stress
113,971,63.3,Moderate Stress
63,3103,13.0,Relaxed
102,1241,57.0,Moderate Stress
107,854,60.2,Moderate Stress
84,3158,29.5,Normal
80,2011,37.3,Normal
138,700,83.5,High Stress
58,2721,22.3,Relaxed
107,823,64.0,Moderate Stress
141,757,82.2,High Stress
150,412,87.7,High Stress
111,1505,54.4,Moderate Stress
107,1242,58.8,Moderate Stress
109,1243,63.9,Moderate Stress
98,1347,59.7,Moderate Stress
79,1884,43.2,Normal
111,691,70.5,Moderate Stress
131,490,75.6,High Stress
79,2690,26.5,Normal
98,945,53.3,Moderate Stress
122,839,72.7,Moderate Stress
113,1008,65.0,Moderate Stress
122,502,69.8,High Stress
146,752,84.9,High Stress
103,2059,50.3,Mild Stress
76,3109,30.6,Normal
64,3613,12.6,Relaxed
63,3136,14.8,Relaxed
63,3290,10.9,Relaxed
116,1431,65.2,Moderate Stress
108,1636,60.8,Moderate Stress
66,2942,13.7,Relaxed
86,2523,38.1,Normal
99,1714,47.0,Mild Stress
112,825,68.0,Moderate Stress
102,1516,47.6,Moderate Stress
78,2870,23.8,Normal
62,3324,15.7,Relaxed
80,2363,33.0,Mild Stress
76,2456,29.5,Normal
80,1381,38.0,Normal
148,826,85.5,High Stress
62,3083,15.5,Relaxed
79,2726,26.6,Normal
97,1669,51.5,Mild Stress
92,1951,42.7,Mild Stress
58,3353,14.4,Relaxed
92,1963,49.8,Mild Stress
73,3024,22.6,Normal
109,565,60.6,Moderate Stress
129,387,81.6,High Stress
61,3550,8.9,Relaxed
89,2257,33.8,Mild Stress
134,708,76.0,High Stress
111,731,63.6,Moderate Stress
139,1019,75.9,High Stress
117,1285,69.8,Moderate Stress
118,1120,64.1,Moderate Stress
72,2176,33.3,Normal
136,851,77.9,High Stress
89,2207,37.2,Mild Stress
88,1964,36.6,Mild Stress
111,1048,65.9,Moderate Stress
139,164,90.6,High Stress
138,621,78.7,High Stress
109,1391,54.8,Moderate Stress
73,2440,39.1,Normal
103,826,56.6,Moderate Stress
126,659,75.1,High Stress
117,1115,63.3,Moderate Stress
138,542,77.1,High Stress
56,3624,4.4,Relaxed
108,931,61.2,Moderate Stress
134,784,74.9,High Stress
91,2190,44.7,Mild Stress
125,369,72.0,High Stress
79,3028,25.9,Normal
62,3356,9.4,Relaxed
86,1885,39.3,Mild Stress
61,3072,16.8,Relaxed
85,1432,41.4,Mild Stress
96,1850,44.8,Mild Stress
87,2074,43.4,Mild Stress
130,272,80.7,High Stress
107,1434,63.3,Moderate Stress
112,1265,56.9,Moderate Stress
102,1351,49.9,Moderate Stress
110,1064,60.3,Moderate Stress
99,2453,52.8,Mild Stress
70,2187,29.5,Normal
93,1755,50.1,Mild Stress
63,3425,11.6,Relaxed
78,2576,31.2,Normal
80,2992,28.9,Normal
88,2050,45.4,Mild Stress
72,2405,24.3,Normal
89,1899,37.1,Mild Stress
121,665,63.6,High Stress
121,362,70.4,High Stress
75,2351,28.6,Normal
105,1065,50.5,Moderate Stress
61,3707,13.3,Relaxed
138,689,78.3,High Stress
132,434,79.7,High Stress
141,687,89.8,High Stress
76,3033,23.4,Normal
84,2007,41.5,Mild Stress
108,711,69.2,Moderate Stress
95,2455,38.3,Mild Stress
92,1977,34.2,Mild Stress
118,1300,67.0,Moderate Stress
145,1117,78.8,High Stress
117,1586,58.3,Moderate Stress
70,3962,12.3,Relaxed
151,492,83.9,High Stress
79,2738,35.9,Normal
137,720,83.6,High Stress
76,1701,47.9,Normal
157,112,96.7,High Stress
62,3324,14.4,Relaxed
75,2884,28.0,Normal
103,1256,55.3,Moderate Stress
78,2252,33.7,Normal
62,3704,12.6,Relaxed
144,564,88.0,High Stress
70,2887,17.6,Normal
94,1848,47.5,Mild Stress
75,2808,23.7,Normal
134,153,79.6,High Stress
92,1671,43.5,Mild Stress
81,2211,32.6,Normal
91,3006,29.6,Normal
137,774,77.6,High Stress
150,594,91.5,High Stress
104,1123,56.3,Moderate Stress
59,3240,14.6,Relaxed
105,781,65.8,Moderate Stress
92,2198,44.9,Mild Stress
74,3378,20.9,Normal
138,394,85.1,High Stress
71,2683,24.8,Normal
100,886,63.3,Moderate Stress
138,267,84.1,High Stress
105,1479,61.8,Moderate Stress
64,3529,20.2,Relaxed
122,686,72.6,High Stress
73,2049,36.6,Normal
130,869,73.1,High Stress
101,1293,52.9,Moderate Stress
65,4095,11.8,Relaxed
80,2609,39.0,Normal
138,1020,80.3,High Stress
108,1018,62.4,Moderate Stress
109,898,62.9,Moderate Stress
103,1193,56.8,Moderate Stress
54,3467,9.5,Relaxed
60,3160,15.6,Relaxed
68,2626,25.9,Normal
55,3901,12.6,Relaxed
77,2574,34.3,Normal
122,1425,62.7,Moderate Stress
132,951,80.0,High Stress
114,1335,62.5,Moderate Stress
78,2987,30.5,Normal
